TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,ClusterKMeans
363.84,Debit,Columbus,Online,73,Retired,118,3,5415.64,1
34.74,Credit,Portland,Online,59,Retired,72,1,3736.57,1
64.01,Credit,Philadelphia,Branch,19,Student,240,1,1225.69,0
108.75,Debit,Houston,ATM,50,Doctor,23,4,14829.85,3
50.9,Credit,Jacksonville,Online,28,Student,150,1,1277.7,2
206.84,Debit,Philadelphia,Branch,20,Student,154,1,454.66,2
37.4,Debit,Raleigh,ATM,20,Student,84,1,1519.51,2
154.21,Debit,Miami,Online,46,Engineer,75,1,8045.77,3
199.37,Debit,Chicago,Online,24,Student,79,1,1331.3,2
410.49,Credit,Atlanta,Branch,25,Student,134,1,1843.57,2
1360.01,Credit,Phoenix,Branch,67,Retired,218,1,6601.5,4
18.23,Debit,Nashville,ATM,56,Engineer,28,1,8422.2,3
398.7,Debit,Albuquerque,ATM,47,Doctor,276,1,7987.74,0
122.14,Debit,Omaha,Online,22,Student,155,1,327.68,2
378.2,Debit,Mesa,Branch,40,Engineer,167,1,7372.81,0
124.74,Debit,Los Angeles,ATM,49,Engineer,33,1,2987.97,1
17.1,Debit,Albuquerque,ATM,53,Retired,101,1,1619.54,1
287.05,Debit,Milwaukee,ATM,22,Student,212,1,1204.65,0
874.72,Debit,San Francisco,Online,28,Engineer,173,1,4630.58,4
1762.28,Debit,Memphis,ATM,24,Student,150,1,1380.34,4
40.12,Credit,Dallas,ATM,36,Doctor,269,1,14304.38,0
125.0,Credit,Indianapolis,Online,49,Engineer,177,1,3215.76,0
348.44,Debit,Baltimore,Online,24,Student,147,1,1022.94,2
128.4,Debit,Tucson,ATM,69,Retired,31,1,2610.64,1
320.93,Debit,Atlanta,Online,55,Engineer,178,1,9451.66,3
1.41,Debit,Sacramento,ATM,53,Retired,278,1,1244.17,0
50.52,Debit,Los Angeles,Branch,54,Doctor,293,1,12815.24,0
383.95,Credit,San Diego,Online,31,Engineer,143,1,9933.56,3
12.94,Debit,Fresno,Branch,23,Student,158,1,921.23,2
329.75,Debit,Sacramento,Online,56,Retired,211,1,6009.43,0
981.76,Debit,Milwaukee,Online,45,Doctor,234,1,602.36,4
40.79,Debit,Milwaukee,ATM,18,Student,80,1,1769.33,2
99.25,Credit,Phoenix,Online,63,Retired,93,1,2570.34,1
150.6,Debit,Miami,ATM,69,Retired,59,1,3240.14,1
29.5,Debit,San Antonio,Online,73,Retired,129,1,1229.32,1
54.34,Debit,Albuquerque,ATM,65,Doctor,46,1,8019.89,1
18.25,Debit,Kansas City,ATM,53,Doctor,18,1,14328.29,3
633.87,Debit,Kansas City,Online,27,Student,175,1,330.16,4
81.15,Debit,Miami,ATM,19,Student,114,1,1595.26,2
83.95,Debit,New York,Online,75,Retired,170,1,7413.18,1
410.4,Credit,Virginia Beach,ATM,61,Retired,78,1,2563.91,1
172.68,Debit,Baltimore,ATM,33,Doctor,17,1,10724.95,3
139.88,Debit,Colorado Springs,ATM,34,Engineer,162,1,2969.71,2
165.55,Debit,Dallas,Branch,28,Student,115,1,761.78,2
53.79,Credit,Philadelphia,ATM,54,Engineer,137,3,6229.36,1
285.69,Debit,Miami,ATM,63,Retired,35,1,2552.54,1
532.4,Debit,Jacksonville,ATM,22,Student,149,1,1033.73,2
293.85,Debit,Charlotte,Online,25,Student,144,1,1919.97,2
27.94,Debit,Atlanta,Branch,79,Retired,120,1,1893.44,1
270.36,Debit,Oklahoma City,ATM,25,Student,37,1,1783.04,2
112.66,Debit,Philadelphia,Online,29,Engineer,176,3,852.98,2
506.03,Debit,Detroit,Branch,21,Student,21,1,1123.89,2
206.95,Debit,Seattle,Branch,22,Student,31,1,1817.65,2
350.96,Debit,Tucson,ATM,63,Retired,167,1,5463.94,1
261.63,Debit,Chicago,Branch,20,Student,150,1,477.03,2
46.12,Debit,Fresno,Branch,59,Doctor,30,1,8874.01,3
27.25,Credit,Kansas City,Branch,63,Retired,92,1,5365.2,1
1353.93,Debit,El Paso,Branch,26,Engineer,171,1,7858.41,4
331.66,Debit,Las Vegas,ATM,76,Retired,145,1,7216.3,1
667.95,Credit,Oklahoma City,ATM,62,Doctor,253,1,13558.56,0
49.84,Debit,Chicago,ATM,49,Doctor,146,1,7872.04,3
556.04,Debit,Denver,ATM,72,Retired,27,1,5200.04,1
88.06,Credit,Raleigh,Online,18,Student,288,1,1779.85,0
745.95,Debit,Memphis,ATM,58,Doctor,127,1,13264.14,4
67.25,Debit,Miami,Online,19,Student,157,1,467.4,2
93.63,Debit,New York,ATM,29,Engineer,141,1,9873.62,3
74.11,Debit,San Jose,Branch,22,Student,49,1,1257.9,2
41.13,Credit,Philadelphia,Branch,77,Retired,58,1,6067.54,1
192.02,Credit,Indianapolis,Online,79,Retired,154,1,5169.07,1
291.27,Debit,Detroit,Branch,77,Retired,121,1,6878.86,1
296.46,Debit,Dallas,Branch,23,Student,136,1,558.99,2
341.84,Credit,El Paso,Branch,27,Student,89,1,1400.04,2
98.41,Debit,Sacramento,Online,27,Student,48,1,912.71,2
109.28,Debit,San Diego,Online,36,Engineer,112,4,6338.35,3
27.51,Credit,Columbus,Online,40,Doctor,103,1,13645.63,3
12.18,Debit,New York,Branch,76,Retired,77,1,4909.24,1
207.71,Credit,Kansas City,Online,25,Student,63,1,570.1,2
25.77,Credit,San Diego,Online,45,Doctor,277,1,11749.77,0
127.57,Debit,Nashville,ATM,52,Retired,75,1,6118.2,1
392.05,Debit,Denver,ATM,60,Engineer,172,1,4383.69,0
521.01,Credit,Seattle,Branch,41,Engineer,73,1,4004.55,4
849.76,Debit,Seattle,ATM,25,Student,269,1,373.88,4
172.5,Debit,Columbus,Online,68,Doctor,31,1,6851.16,1
265.44,Debit,San Antonio,ATM,30,Engineer,169,1,9700.77,3
152.34,Debit,Omaha,Branch,55,Doctor,115,1,6853.51,1
21.13,Debit,Dallas,Branch,28,Student,153,1,948.7,2
111.55,Debit,Denver,ATM,46,Doctor,101,1,12221.17,3
321.82,Credit,Raleigh,Branch,32,Engineer,43,1,6500.5,3
1294.81,Credit,Washington,Branch,45,Engineer,279,1,9927.75,4
148.77,Debit,San Jose,Branch,67,Retired,175,1,2138.42,1
14.08,Debit,Dallas,Branch,57,Retired,154,1,3908.65,1
1283.97,Debit,Colorado Springs,ATM,42,Doctor,121,1,11041.9,4
566.33,Credit,Charlotte,ATM,24,Student,66,1,379.82,2
206.51,Debit,Indianapolis,ATM,51,Retired,275,1,3921.74,0
180.94,Debit,Raleigh,Branch,75,Retired,57,1,7659.99,1
77.9,Debit,Washington,Branch,21,Student,128,1,664.72,2
318.92,Credit,Washington,Branch,21,Student,60,1,1167.25,2
583.3,Credit,Nashville,Online,59,Engineer,142,1,5896.01,4
100.68,Debit,Memphis,Online,63,Retired,139,1,1123.75,1
589.64,Debit,Charlotte,Online,62,Retired,210,1,2039.4,4
225.93,Credit,Omaha,Branch,25,Student,199,1,1864.27,0
651.55,Debit,Phoenix,Online,72,Retired,82,1,2325.78,4
80.97,Debit,Seattle,Online,38,Doctor,157,1,5926.31,0
191.89,Debit,San Antonio,Branch,25,Student,14,1,399.57,2
304.75,Credit,Austin,Branch,78,Retired,125,1,1916.34,1
201.53,Debit,Tucson,Online,68,Retired,287,1,2732.86,0
8.45,Debit,Philadelphia,ATM,22,Student,141,1,1115.3,2
435.98,Debit,Mesa,Branch,30,Engineer,105,1,7334.08,3
743.24,Credit,Indianapolis,Online,19,Student,109,1,1024.19,4
16.27,Debit,Atlanta,ATM,57,Doctor,44,1,10971.32,3
290.86,Debit,Louisville,Online,45,Doctor,36,1,14631.88,3
85.73,Debit,Virginia Beach,ATM,41,Doctor,266,1,14928.35,0
555.71,Credit,Boston,Branch,22,Student,73,1,830.37,2
40.03,Debit,Omaha,Branch,23,Student,200,1,6408.8,0
73.01,Credit,Milwaukee,Online,25,Student,62,1,1997.33,2
346.12,Debit,San Francisco,Branch,44,Doctor,12,1,13084.27,3
1.93,Debit,Chicago,Branch,47,Doctor,175,5,5684.09,0
252.93,Debit,Portland,ATM,75,Retired,222,1,2760.37,0
238.54,Debit,Indianapolis,ATM,19,Student,12,4,868.91,2
1011.22,Debit,Tucson,Branch,61,Retired,129,1,5838.91,4
58.7,Debit,New York,Branch,67,Doctor,141,1,8937.35,1
7.56,Debit,Milwaukee,ATM,40,Doctor,145,1,8528.72,3
540.4,Debit,Houston,Branch,45,Doctor,272,1,425.77,0
264.14,Debit,Baltimore,ATM,64,Doctor,125,1,8459.26,1
248.15,Debit,Milwaukee,ATM,75,Retired,202,1,2649.23,0
24.34,Debit,Raleigh,Branch,54,Engineer,110,1,6659.12,1
428.61,Debit,Fort Worth,ATM,66,Doctor,62,1,11937.04,3
117.66,Credit,Memphis,Branch,39,Doctor,126,1,6794.17,3
165.8,Debit,Nashville,Online,60,Engineer,287,1,2064.76,0
289.18,Debit,Baltimore,ATM,65,Retired,64,1,3139.75,1
125.39,Debit,Los Angeles,ATM,21,Student,140,1,202.69,2
305.18,Debit,Chicago,Online,58,Retired,216,1,4474.2,0
506.9,Credit,Houston,Branch,64,Doctor,56,1,11471.87,3
504.12,Credit,Baltimore,Branch,25,Student,101,1,1107.28,2
42.09,Debit,Denver,Branch,29,Engineer,118,1,5526.28,2
607.28,Debit,Baltimore,ATM,32,Doctor,84,1,9679.68,4
91.9,Debit,Chicago,Online,77,Retired,125,1,1033.94,1
303.43,Debit,Virginia Beach,Branch,22,Student,30,1,1833.24,2
668.78,Debit,Mesa,ATM,20,Student,141,1,983.68,4
270.54,Credit,Sacramento,ATM,20,Student,139,1,269.78,2
247.93,Debit,Indianapolis,Branch,37,Engineer,79,1,9801.48,3
34.67,Debit,Chicago,Online,19,Student,71,1,888.6,2
326.03,Credit,New York,Online,18,Student,137,1,290.24,2
148.26,Debit,Omaha,ATM,25,Student,57,1,958.7,2
1086.6,Debit,San Diego,Online,19,Student,38,1,1605.67,4
373.99,Debit,Sacramento,ATM,60,Doctor,140,1,8590.5,3
254.34,Debit,El Paso,Online,49,Engineer,79,1,5461.08,1
819.48,Debit,Virginia Beach,ATM,25,Student,26,1,1804.5,4
14.0,Debit,San Antonio,ATM,49,Engineer,173,1,7975.18,0
57.16,Debit,Columbus,ATM,40,Engineer,74,1,222.22,2
282.26,Debit,Memphis,Online,37,Engineer,278,1,6857.2,0
46.96,Debit,Las Vegas,Online,46,Engineer,12,1,2028.92,1
473.2,Debit,Houston,Online,34,Doctor,173,1,248.52,2
192.97,Debit,Sacramento,ATM,59,Retired,140,1,3019.04,1
168.99,Debit,Baltimore,ATM,18,Student,203,1,1523.57,2
1.82,Debit,San Francisco,Online,80,Retired,60,1,5571.39,1
40.9,Debit,Charlotte,ATM,55,Doctor,37,1,1514.34,1
78.91,Debit,Sacramento,Online,61,Doctor,157,1,1817.43,1
169.97,Credit,San Diego,ATM,22,Student,12,1,6269.12,2
17.79,Debit,Jacksonville,Branch,61,Retired,162,5,2281.9,1
486.61,Credit,Sacramento,ATM,48,Engineer,130,1,2006.69,4
148.13,Debit,Phoenix,Branch,58,Retired,56,1,2189.38,1
164.52,Debit,Dallas,ATM,61,Doctor,162,1,11036.74,3
720.89,Debit,Indianapolis,ATM,27,Student,120,1,447.06,4
268.7,Debit,Milwaukee,ATM,53,Retired,63,1,2104.74,1
637.34,Debit,Indianapolis,ATM,51,Retired,278,1,5183.5,0
216.76,Credit,Omaha,Online,47,Engineer,138,1,643.64,2
418.02,Debit,Los Angeles,ATM,46,Doctor,110,1,11011.86,3
292.03,Credit,Memphis,ATM,46,Engineer,154,1,951.33,2
251.4,Debit,Tucson,ATM,57,Retired,178,1,2561.67,0
184.56,Debit,Virginia Beach,Online,21,Student,93,1,1549.27,2
33.76,Debit,Seattle,Online,26,Engineer,227,1,3253.51,0
253.46,Debit,Memphis,ATM,45,Engineer,60,1,1338.95,2
1612.37,Debit,Los Angeles,ATM,65,Retired,173,1,3910.59,4
138.68,Credit,Colorado Springs,Branch,22,Student,44,1,206.2,2
42.56,Debit,Fresno,Online,18,Student,146,1,4361.44,2
680.76,Debit,Kansas City,Branch,21,Student,165,1,572.97,4
53.83,Debit,Baltimore,Branch,70,Retired,131,1,4580.59,1
11.09,Debit,Charlotte,Branch,51,Engineer,95,1,2990.05,1
37.81,Debit,Colorado Springs,Branch,63,Retired,195,1,5208.98,0
449.18,Debit,Denver,Online,67,Retired,50,1,1025.99,1
1135.8,Debit,San Diego,ATM,30,Doctor,250,1,13534.3,4
297.6,Debit,Milwaukee,Online,39,Doctor,162,1,1461.17,2
683.75,Debit,Las Vegas,Branch,32,Doctor,106,1,6333.72,4
21.4,Credit,Kansas City,Online,48,Engineer,129,1,8551.6,3
315.94,Debit,Omaha,ATM,78,Retired,93,1,4273.99,1
331.32,Debit,Sacramento,Branch,61,Doctor,137,5,13054.54,3
223.76,Credit,Boston,Branch,74,Retired,110,1,4102.23,1
216.03,Debit,Boston,ATM,42,Doctor,300,1,10462.77,0
17.42,Debit,Dallas,ATM,74,Retired,150,1,6851.31,1
491.91,Debit,Milwaukee,Online,78,Retired,155,1,2421.94,1
350.11,Credit,Raleigh,Online,74,Retired,178,1,4639.04,1
218.07,Debit,Austin,Branch,23,Student,243,1,443.62,0
291.09,Debit,El Paso,Branch,48,Engineer,73,1,6312.79,1
422.14,Credit,Albuquerque,Branch,26,Student,109,1,1436.32,2
613.21,Debit,Tucson,ATM,61,Retired,157,1,3279.12,4
73.83,Debit,Las Vegas,Online,69,Doctor,69,1,6020.29,1
67.33,Debit,Detroit,Online,59,Engineer,36,1,5925.98,1
26.92,Debit,Indianapolis,ATM,62,Retired,43,1,1674.94,1
18.3,Debit,Mesa,Online,48,Engineer,155,1,3733.52,0
317.94,Debit,Los Angeles,ATM,54,Engineer,124,1,2996.51,1
179.38,Debit,Mesa,Online,40,Doctor,173,1,11666.18,3
918.95,Debit,Seattle,Online,68,Doctor,139,1,7006.46,4
13.92,Debit,Los Angeles,ATM,37,Engineer,209,1,2735.84,0
365.43,Debit,Portland,ATM,25,Student,176,1,1073.51,2
263.59,Debit,Dallas,Branch,71,Retired,16,1,6996.35,1
54.8,Debit,Albuquerque,Branch,34,Engineer,140,1,4943.49,2
141.49,Debit,Baltimore,Online,24,Student,75,1,1665.58,2
31.39,Debit,Tucson,ATM,20,Student,15,1,998.49,2
93.82,Debit,San Diego,Online,39,Engineer,176,1,8422.06,3
5.71,Debit,Tucson,Branch,21,Student,106,1,1285.42,2
178.39,Debit,Tucson,Online,34,Engineer,98,1,8469.43,3
126.91,Debit,Kansas City,ATM,22,Student,42,1,692.69,2
36.09,Debit,Columbus,Branch,53,Doctor,167,1,12319.26,3
91.77,Debit,Omaha,Branch,51,Doctor,174,1,9240.73,3
198.92,Debit,Milwaukee,Online,36,Engineer,100,1,2854.66,2
137.81,Debit,Detroit,Branch,58,Engineer,44,1,2631.47,1
136.88,Credit,Memphis,Branch,24,Student,71,1,7465.95,3
133.07,Debit,Sacramento,Branch,21,Student,155,1,1670.99,2
1.14,Debit,Indianapolis,Branch,43,Doctor,137,1,13913.92,3
256.34,Debit,Kansas City,Branch,69,Retired,99,1,7471.63,1
56.11,Debit,Boston,Branch,36,Doctor,109,1,11123.65,3
118.1,Debit,Fort Worth,ATM,50,Engineer,50,1,7976.6,3
137.86,Credit,Sacramento,Online,66,Doctor,120,1,8046.94,1
813.78,Credit,Atlanta,ATM,54,Doctor,55,1,14935.5,4
237.97,Debit,Columbus,ATM,69,Doctor,69,1,13486.15,3
684.96,Debit,Mesa,ATM,21,Student,31,1,526.67,4
878.63,Debit,Columbus,ATM,60,Engineer,139,1,4954.37,4
276.56,Debit,Austin,Branch,68,Doctor,15,1,8942.58,1
8.75,Debit,Louisville,ATM,79,Retired,199,1,4044.62,1
637.48,Debit,Colorado Springs,Online,65,Retired,207,1,4148.85,4
103.15,Debit,San Diego,Branch,51,Doctor,179,1,11388.15,3
505.6,Debit,Denver,Branch,52,Retired,183,1,5347.57,0
371.86,Debit,Miami,ATM,46,Doctor,91,1,1329.45,2
14.26,Debit,Virginia Beach,Branch,50,Engineer,37,1,2475.65,1
13.16,Debit,Mesa,Branch,43,Engineer,98,1,1019.46,2
167.92,Debit,Memphis,ATM,40,Doctor,136,2,14321.73,3
73.01,Debit,Houston,ATM,56,Retired,101,1,2833.12,1
201.5,Credit,Dallas,Online,61,Doctor,196,1,12148.32,3
150.3,Debit,Las Vegas,Online,41,Doctor,204,1,14371.08,3
23.7,Debit,San Francisco,ATM,46,Doctor,32,1,7947.44,3
49.59,Debit,Boston,Branch,48,Engineer,147,1,6037.03,1
720.13,Credit,Omaha,ATM,22,Student,96,1,387.02,4
134.92,Debit,Los Angeles,Online,19,Student,101,1,1081.97,2
116.97,Debit,Oklahoma City,ATM,18,Student,299,1,729.7,0
11.06,Debit,Colorado Springs,ATM,34,Engineer,13,3,2782.21,2
88.29,Credit,Houston,Online,50,Engineer,287,1,5245.93,0
5.81,Debit,Houston,ATM,25,Student,222,1,1290.95,0
103.48,Debit,Baltimore,ATM,32,Engineer,33,1,6494.25,3
156.74,Debit,Oklahoma City,ATM,70,Retired,136,1,4004.35,1
505.14,Debit,Portland,ATM,68,Retired,179,1,2525.47,1
31.06,Debit,Kansas City,ATM,46,Doctor,61,1,11014.25,3
7.61,Debit,Atlanta,ATM,50,Doctor,163,1,6275.0,0
276.16,Credit,Portland,ATM,53,Retired,71,1,1733.34,1
145.77,Debit,Memphis,ATM,68,Retired,237,1,5294.98,0
369.44,Debit,Detroit,Online,34,Engineer,19,1,5018.67,2
558.86,Debit,Austin,ATM,60,Doctor,95,1,9844.32,3
429.15,Debit,Las Vegas,Branch,26,Student,218,1,712.13,0
36.74,Debit,Tucson,Branch,33,Doctor,133,1,6217.58,3
79.14,Credit,Portland,Online,57,Retired,22,1,2229.56,1
132.48,Debit,Charlotte,Branch,36,Engineer,101,1,9313.05,3
136.48,Debit,Charlotte,Online,52,Engineer,138,4,4618.53,1
203.76,Debit,Colorado Springs,Branch,55,Retired,37,1,6747.16,1
750.95,Debit,Chicago,Branch,78,Retired,27,1,5134.37,4
0.84,Debit,Austin,ATM,52,Engineer,31,1,2207.54,1
257.18,Debit,Los Angeles,Online,67,Doctor,28,1,13336.15,3
767.66,Debit,San Jose,ATM,63,Doctor,155,1,1801.69,4
182.29,Debit,San Diego,Online,54,Doctor,123,1,522.39,1
184.51,Credit,Portland,Online,54,Doctor,118,1,9381.64,3
451.31,Debit,Fort Worth,ATM,62,Retired,166,5,2963.29,1
144.1,Debit,Chicago,Branch,57,Doctor,30,1,11523.64,3
72.5,Debit,Fort Worth,ATM,40,Doctor,30,1,12723.62,3
74.11,Credit,Virginia Beach,Online,69,Retired,71,4,3920.11,1
22.15,Debit,Denver,Branch,44,Doctor,73,1,7451.83,3
777.92,Debit,Austin,Branch,62,Doctor,97,1,7061.58,4
790.07,Debit,Miami,Online,28,Student,197,1,985.77,4
406.33,Credit,Miami,Branch,59,Engineer,103,1,4298.34,1
767.41,Debit,Fort Worth,ATM,56,Doctor,27,1,12799.34,4
4.58,Credit,Atlanta,Online,21,Student,135,1,811.24,2
447.83,Credit,Atlanta,Branch,53,Doctor,88,1,13273.08,3
49.67,Debit,Atlanta,Online,21,Student,146,1,842.94,2
77.83,Credit,Kansas City,Branch,49,Engineer,146,1,2471.53,1
702.87,Debit,Washington,ATM,19,Student,184,1,1237.5,4
133.56,Debit,Atlanta,Online,25,Student,177,1,783.83,2
868.05,Credit,San Diego,Online,49,Engineer,119,1,3931.03,4
52.87,Debit,Indianapolis,Branch,24,Student,70,1,960.96,2
179.0,Debit,Houston,ATM,78,Retired,121,1,7310.88,1
1168.26,Credit,Philadelphia,Online,73,Retired,37,1,1385.74,4
384.11,Debit,Fort Worth,ATM,58,Retired,12,1,7902.52,1
227.61,Debit,Houston,Online,71,Retired,61,1,4405.28,1
40.83,Debit,Indianapolis,ATM,48,Engineer,24,1,3944.12,1
19.76,Debit,Nashville,ATM,20,Student,240,1,1523.04,0
484.24,Debit,Raleigh,Branch,67,Doctor,77,1,8042.3,1
494.66,Debit,Houston,Online,33,Doctor,110,1,5531.93,4
301.47,Debit,Colorado Springs,Branch,21,Student,291,1,560.73,0
199.09,Debit,Detroit,Online,70,Doctor,89,1,1658.52,1
38.95,Debit,Los Angeles,Online,27,Engineer,50,1,731.52,2
515.94,Debit,San Francisco,ATM,29,Engineer,37,1,1389.89,2
41.93,Debit,Fresno,ATM,48,Engineer,136,1,5081.26,1
137.84,Debit,Omaha,ATM,27,Student,83,1,1000.35,2
95.35,Debit,Chicago,Online,21,Student,131,1,1639.9,2
93.14,Debit,Memphis,Online,67,Retired,151,1,5473.82,1
1427.71,Debit,New York,Branch,64,Doctor,159,1,1729.26,4
79.33,Credit,Las Vegas,Online,51,Doctor,109,1,14798.1,3
76.89,Debit,Chicago,ATM,55,Doctor,132,1,7374.26,1
233.71,Debit,Jacksonville,Online,19,Student,297,1,1231.98,0
14.92,Debit,Las Vegas,Branch,26,Engineer,120,1,6611.26,2
242.17,Debit,Jacksonville,ATM,60,Doctor,147,1,883.72,1
122.98,Debit,Jacksonville,Online,79,Retired,228,1,5055.99,0
129.35,Debit,Las Vegas,ATM,52,Engineer,130,1,7166.88,3
138.33,Debit,Dallas,Online,21,Student,69,1,232.56,2
39.31,Debit,Portland,Online,25,Student,178,1,1236.38,2
91.85,Debit,Seattle,Online,21,Student,148,1,802.09,2
277.7,Debit,Nashville,Branch,58,Engineer,107,1,1423.2,1
114.03,Debit,Portland,ATM,51,Doctor,172,1,13388.56,3
302.63,Credit,San Jose,Branch,27,Engineer,10,1,2801.28,2
31.19,Debit,Charlotte,ATM,52,Engineer,74,1,5545.96,1
112.91,Credit,Tucson,Online,27,Engineer,135,1,4764.48,2
742.26,Debit,San Diego,Online,27,Engineer,36,1,7868.19,4
256.8,Debit,Charlotte,ATM,26,Student,80,1,1128.38,2
378.68,Debit,Fort Worth,ATM,60,Doctor,239,1,7627.04,0
571.93,Debit,Washington,Online,52,Retired,119,1,4026.03,4
26.31,Credit,Austin,Online,77,Retired,163,1,7095.76,1
205.58,Debit,Portland,Online,20,Student,159,1,1501.95,2
533.61,Debit,Mesa,Online,48,Engineer,115,1,3656.93,4
428.62,Debit,Raleigh,Branch,55,Retired,72,1,3473.24,1
361.22,Debit,Raleigh,ATM,64,Retired,167,1,7061.73,1
837.29,Debit,Phoenix,Branch,25,Student,216,1,6012.67,4
117.25,Credit,Atlanta,Online,31,Doctor,73,1,13694.68,3
135.27,Debit,Atlanta,ATM,48,Doctor,131,1,9410.51,3
185.1,Debit,Albuquerque,Branch,53,Retired,23,1,6115.63,1
113.54,Debit,Columbus,Online,38,Engineer,273,1,5581.21,0
354.96,Debit,Fort Worth,Online,69,Doctor,96,1,6712.94,1
224.22,Debit,Fresno,Branch,53,Doctor,37,1,8400.87,3
737.1,Debit,Washington,ATM,60,Retired,92,1,4644.19,4
223.22,Debit,Fort Worth,ATM,27,Student,96,1,1734.22,2
557.26,Debit,San Jose,ATM,69,Doctor,53,1,5237.12,1
1496.57,Debit,Memphis,Online,33,Engineer,95,1,969.06,4
27.44,Debit,Boston,ATM,62,Retired,164,1,5950.48,1
310.09,Debit,Detroit,Branch,36,Doctor,166,1,9962.5,3
80.38,Debit,Kansas City,Online,52,Doctor,116,1,9662.88,3
26.1,Credit,Detroit,Branch,66,Doctor,115,1,5243.0,1
845.14,Credit,Oklahoma City,Branch,73,Retired,183,1,1702.65,4
59.73,Debit,Fresno,ATM,27,Student,56,1,800.93,2
758.77,Debit,San Antonio,ATM,60,Engineer,114,1,7231.47,4
301.51,Debit,Charlotte,ATM,22,Student,284,1,1052.31,0
418.03,Debit,Austin,Online,58,Doctor,161,1,10721.29,3
118.06,Credit,Las Vegas,Branch,32,Doctor,31,1,13560.63,3
483.92,Debit,New York,ATM,70,Retired,115,1,3138.0,1
78.93,Debit,Mesa,ATM,38,Doctor,145,1,9916.24,3
36.63,Debit,Miami,ATM,75,Retired,261,1,7941.73,0
87.85,Debit,Colorado Springs,Branch,49,Engineer,63,1,3753.24,1
1001.83,Debit,Philadelphia,Online,31,Doctor,55,1,9733.83,4
705.34,Debit,Washington,Online,59,Doctor,124,1,5003.22,4
146.55,Debit,Virginia Beach,Online,54,Retired,124,5,4087.44,1
116.89,Debit,Columbus,Online,71,Retired,226,1,4880.31,0
106.41,Debit,Los Angeles,Branch,57,Retired,87,1,1310.38,1
1087.9,Debit,Boston,ATM,78,Retired,103,1,2513.51,4
584.41,Debit,Las Vegas,ATM,23,Student,41,1,4475.22,4
584.98,Credit,Chicago,Branch,55,Retired,121,1,6521.05,4
79.21,Debit,Colorado Springs,Branch,56,Retired,140,1,1615.04,1
173.13,Credit,Atlanta,Online,20,Student,288,1,1490.34,0
335.7,Debit,El Paso,ATM,80,Retired,57,1,6601.44,1
1225.5,Credit,Las Vegas,Online,50,Doctor,109,1,8611.17,4
422.81,Debit,Los Angeles,Branch,28,Student,193,1,1929.28,0
135.43,Debit,San Jose,ATM,57,Retired,92,1,5315.83,1
584.88,Debit,Philadelphia,ATM,26,Student,121,1,548.45,2
308.94,Debit,Los Angeles,Online,25,Student,167,1,1931.66,2
295.93,Debit,Boston,Branch,36,Doctor,117,1,1050.63,2
1512.99,Debit,Philadelphia,Online,19,Student,50,1,9963.39,4
77.44,Debit,Washington,Branch,58,Retired,268,1,1950.63,0
92.5,Credit,Seattle,Online,40,Engineer,70,1,6295.45,3
97.74,Credit,Los Angeles,Online,41,Engineer,137,1,4113.63,2
291.68,Debit,Columbus,ATM,21,Student,90,1,1451.02,2
56.96,Debit,Albuquerque,ATM,22,Student,135,1,1597.85,2
436.8,Debit,Seattle,Online,27,Student,92,1,1256.33,2
259.49,Debit,Austin,Online,72,Retired,292,1,7320.61,0
726.26,Debit,Omaha,Online,57,Retired,147,1,2150.38,4
568.68,Debit,Houston,ATM,72,Retired,101,1,2940.04,1
77.57,Debit,Atlanta,Online,49,Doctor,225,1,12801.93,3
999.28,Debit,Boston,Online,29,Engineer,40,1,4272.41,4
14.16,Credit,Oklahoma City,Branch,74,Retired,290,1,5399.76,0
1142.83,Credit,Omaha,Branch,61,Retired,48,1,2467.39,4
61.33,Debit,Raleigh,ATM,27,Engineer,129,1,7537.4,3
27.64,Debit,New York,Online,54,Engineer,23,1,7498.51,1
3.85,Debit,San Jose,ATM,29,Doctor,32,1,10506.41,3
431.22,Credit,Austin,Branch,73,Retired,129,1,6505.98,1
178.55,Debit,Houston,Branch,55,Engineer,67,1,7568.4,1
248.76,Debit,Denver,ATM,18,Student,56,1,546.46,2
76.16,Debit,San Francisco,ATM,23,Student,99,1,1072.25,2
347.25,Debit,Indianapolis,ATM,69,Doctor,250,1,7273.55,0
28.04,Debit,Los Angeles,ATM,57,Doctor,146,5,11197.54,3
325.98,Debit,Washington,ATM,19,Student,277,1,782.35,0
249.56,Debit,New York,Branch,76,Retired,246,1,4444.95,0
17.43,Debit,Albuquerque,ATM,56,Doctor,33,1,10658.88,3
198.01,Credit,Austin,Branch,26,Student,40,1,250.93,2
585.58,Debit,Raleigh,Branch,23,Student,55,1,1729.02,2
434.67,Credit,Virginia Beach,Online,27,Student,124,1,1298.13,2
510.7,Credit,Nashville,Online,27,Student,294,1,5828.48,0
331.98,Debit,Denver,ATM,74,Retired,12,1,7600.99,1
199.54,Debit,Portland,Online,56,Engineer,268,1,9603.73,0
212.97,Debit,Atlanta,Online,59,Engineer,178,1,4180.4,0
270.56,Debit,Philadelphia,Online,23,Student,139,1,1268.44,2
306.37,Debit,Colorado Springs,ATM,26,Engineer,120,1,9609.67,3
643.02,Credit,Detroit,ATM,38,Doctor,85,1,11989.39,3
